"LSOA11CD","christian","buddhist","hindu","jewish","muslim","sikh","other","none","not_stated","total","muslim_decile"
"E01012325",1020,2,2,6,0,4,9,343,70,1456,1
"E01012314",891,1,9,0,0,0,3,376,84,1364,1
"E01012363",862,3,5,1,0,1,10,376,76,1334,1
"E01012317",996,5,0,1,0,10,2,286,70,1370,1
"E01012345",1069,1,1,1,0,2,2,297,107,1480,1
"E01020596",1235,1,0,0,0,0,1,343,99,1679,1
"E01020635",938,2,0,0,0,0,5,350,84,1379,1
"E01020654",1312,4,0,1,0,0,3,328,98,1746,1
"E01020663",1363,0,0,0,0,5,5,372,102,1847,1
"E01020638",1107,3,0,1,0,6,7,338,100,1562,1
"E01020653",1049,3,0,0,0,0,7,401,89,1549,1
"E01020648",1179,3,0,1,0,5,14,567,110,1879,1
"E01020670",1114,2,2,0,0,0,4,333,104,1559,1
"E01020671",847,0,3,0,0,0,6,396,94,1346,1
"E01020681",1021,3,0,0,0,4,4,356,79,1467,1
"E01020726",899,2,10,0,0,3,2,260,53,1229,1
"E01020706",1364,3,0,0,0,0,8,352,113,1840,1
"E01020700",1180,1,0,0,0,4,10,297,83,1575,1
"E01033202",910,1,0,0,0,0,3,197,55,1166,1
"E01020747",923,1,0,0,0,0,1,308,65,1298,1
"E01020775",1278,2,1,1,0,2,2,334,92,1712,1
"E01020751",1317,1,0,0,0,4,7,429,104,1862,1
"E01020754",1049,6,0,1,0,0,2,201,64,1323,1
"E01020745",928,2,0,1,0,0,1,329,86,1347,1
"E01020753",1549,3,0,0,0,0,2,311,96,1961,1
"E01020758",943,1,0,0,0,4,4,407,82,1441,1
"E01020765",1190,2,0,0,0,0,3,429,89,1713,1
"E01020760",1371,1,0,0,0,0,1,187,74,1634,1
"E01020764",947,3,0,1,0,0,4,344,71,1370,1
"E01020768",1148,1,4,0,0,0,8,344,86,1591,1
"E01020734",886,0,0,0,0,0,1,273,65,1225,1
"E01020735",1073,1,0,1,0,0,2,275,64,1416,1
"E01020770",883,0,0,0,0,1,2,269,73,1228,1
"E01020771",752,5,0,0,0,0,2,235,56,1050,1
"E01020779",1335,5,5,0,0,2,3,243,64,1657,1
"E01020737",1109,0,0,0,0,6,1,222,57,1395,1
"E01020790",1012,0,0,0,0,4,2,247,63,1328,1
"E01020794",1419,1,0,2,0,8,5,249,96,1780,1
"E01020817",1032,0,0,0,0,0,4,185,58,1279,1
"E01020818",1128,0,1,0,0,0,10,258,80,1477,1
"E01020819",763,0,0,1,0,4,2,233,75,1078,1
"E01020837",1346,2,0,0,0,3,5,259,119,1734,1
"E01020820",1116,1,0,0,0,1,5,311,82,1516,1
"E01020797",1842,0,2,0,0,5,9,481,162,2501,1
"E01020798",1138,4,0,0,0,0,2,255,85,1484,1
"E01020808",1091,1,0,0,0,0,2,249,78,1421,1
"E01020822",1442,0,0,0,0,0,2,299,91,1834,1
"E01020801",1158,1,0,0,0,5,6,298,80,1548,1
"E01020838",1212,0,0,0,0,0,4,390,124,1730,1
"E01020839",1196,6,0,1,0,0,3,343,88,1637,1
"E01020815",898,2,2,0,0,0,2,249,65,1218,1
"E01020847",976,0,0,5,0,1,6,489,91,1568,1
"E01020825",1127,2,0,0,0,0,5,350,85,1569,1
"E01020831",1014,0,0,0,0,0,5,329,91,1439,1
"E01020834",839,5,0,0,0,0,16,343,80,1283,1
"E01020826",1106,0,3,1,0,0,3,311,86,1510,1
"E01020864",1617,2,1,0,0,0,5,308,135,2068,1
"E01020863",998,2,1,0,0,0,1,299,89,1390,1
"E01020866",755,3,0,1,0,0,2,154,86,1001,1
"E01020853",1226,1,4,0,0,0,3,223,71,1528,1
"E01020889",1050,1,0,1,0,0,4,324,101,1481,1
"E01020890",1280,3,0,0,0,0,7,348,139,1777,1
"E01020892",848,1,2,0,0,0,2,187,64,1104,1
"E01020894",911,3,0,0,0,0,1,265,71,1251,1
"E01020898",1075,3,0,0,0,8,8,307,130,1531,1
"E01020879",1677,3,4,2,0,0,7,340,113,2146,1
"E01020874",1099,1,5,0,0,0,0,295,68,1468,1
"E01020882",1145,3,0,0,0,0,2,229,81,1460,1
"E01020896",1114,0,0,1,0,6,4,181,74,1380,1
"E01020909",1139,1,0,0,0,0,6,440,99,1685,1
"E01011969",1112,2,4,0,0,0,1,178,76,1373,1
"E01011970",921,1,0,0,0,0,0,161,73,1156,1
"E01032540",706,1,0,0,0,0,4,222,66,999,1
"E01033466",1267,2,3,0,0,1,2,562,145,1982,1
"E01011987",964,1,0,0,0,0,3,358,76,1402,1
"E01011981",1123,2,0,1,0,0,1,407,132,1666,1
"E01011984",987,1,0,0,0,0,0,188,74,1250,1
"E01011985",874,2,0,0,0,0,0,210,83,1169,1
"E01011997",1576,2,0,0,0,0,4,345,114,2041,1
"E01011961",1021,2,0,0,0,1,0,327,91,1442,1
"E01011979",948,0,5,0,0,0,3,470,121,1547,1
"E01011960",1175,1,0,0,0,0,3,126,89,1394,1
"E01027366",1078,4,1,0,0,0,8,311,123,1525,1
"E01027364",1489,3,0,2,0,0,6,410,144,2054,1
"E01027370",1307,5,1,1,0,3,1,393,126,1837,1
"E01027371",1280,6,0,0,0,0,9,396,143,1834,1
"E01027365",1586,5,2,0,0,0,9,449,142,2193,1
"E01027369",1096,2,0,0,0,0,9,327,113,1547,1
"E01027373",1404,4,0,0,0,0,10,432,153,2003,1
"E01027378",758,2,0,0,0,0,2,207,95,1064,1
"E01027379",1007,7,0,0,0,0,3,267,90,1374,1
"E01027390",1480,1,0,1,0,0,5,339,157,1983,1
"E01027429",1169,3,0,1,0,0,15,549,112,1849,1
"E01027437",1305,0,0,0,0,1,3,375,133,1817,1
"E01027400",922,1,1,0,0,2,1,359,74,1360,1
"E01027417",1141,2,1,0,0,0,7,296,78,1525,1
"E01027420",1020,1,0,0,0,0,2,306,83,1412,1
"E01027421",979,1,0,0,0,0,10,384,96,1470,1
"E01027434",956,2,0,0,0,1,4,367,70,1400,1
"E01027435",949,5,0,0,0,0,7,380,90,1431,1
"E01027445",1105,6,0,0,0,2,14,379,111,1617,1
"E01027451",1269,2,0,0,0,0,14,480,93,1858,1
"E01027474",1289,5,0,0,0,12,3,466,109,1884,1
"E01027450",1226,4,0,2,0,0,2,328,83,1645,1
"E01033718",1462,7,1,0,0,0,6,446,162,2084,1
"E01027480",883,6,0,0,0,0,3,234,93,1219,1
"E01027484",1646,5,1,1,0,0,8,432,177,2270,1
"E01027485",1091,2,0,0,0,0,4,310,85,1492,1
"E01027487",832,3,0,1,0,0,3,225,82,1146,1
"E01027512",708,3,0,0,0,0,6,256,68,1041,1
"E01027493",1113,9,6,1,0,0,5,340,148,1622,1
"E01027497",1946,5,0,2,0,0,4,577,154,2688,1
"E01027499",1106,0,0,0,0,0,6,306,69,1487,1
"E01027500",1169,10,9,0,0,1,2,390,108,1689,1
"E01027477",761,37,0,0,0,0,5,324,96,1223,1
"E01027546",1124,10,4,0,0,7,6,476,107,1734,1
"E01027533",1062,7,2,0,0,1,6,529,102,1709,1
"E01027524",1009,0,3,1,0,3,2,384,67,1469,1
"E01027525",1249,0,3,0,0,1,5,365,85,1708,1
"E01027536",1055,0,0,1,0,0,3,323,80,1462,1
"E01027534",1332,1,2,0,0,6,11,481,76,1909,1
"E01027554",980,0,0,0,0,0,3,272,81,1336,1
"E01027515",1025,5,2,0,0,0,3,319,79,1433,1
"E01027518",949,0,2,0,0,3,7,401,107,1469,1
"E01027550",872,0,0,0,0,0,5,334,77,1288,1
"E01027551",929,2,0,0,0,6,1,420,87,1445,1
"E01027522",951,4,1,0,0,0,2,265,62,1285,1
"E01027523",818,1,0,0,0,0,7,258,68,1152,1
"E01032560",805,3,0,0,0,2,0,192,67,1069,1
"E01012185",950,1,0,0,0,0,0,400,114,1465,1
"E01012160",946,3,0,0,0,0,9,348,128,1434,1
"E01012114",872,2,2,0,0,4,1,437,78,1396,1
"E01033471",1490,3,0,0,0,4,4,621,141,2263,1
"E01012097",908,0,4,1,0,0,1,184,82,1180,1
"E01012108",1063,4,0,0,0,0,3,284,108,1462,1
"E01012109",981,3,0,1,0,3,5,322,81,1396,1
"E01012111",953,0,0,0,0,0,1,248,86,1288,1
"E01033473",1438,1,0,4,0,0,4,554,144,2145,1
"E01012137",1043,2,0,2,0,0,3,239,75,1364,1
"E01012182",1091,1,0,0,0,0,3,222,106,1423,1
"E01012242",1142,2,4,1,0,1,0,291,78,1519,1
"E01012244",1061,0,4,0,0,0,4,271,105,1445,1
"E01012246",1052,1,3,0,0,1,1,299,94,1451,1
"E01012257",1052,1,0,0,0,0,5,277,98,1433,1
"E01012196",1084,0,5,0,0,0,4,455,122,1670,1
"E01012245",1083,0,0,1,0,0,5,441,75,1605,1
"E01012255",1191,1,4,0,0,0,2,139,86,1423,1
"E01012247",866,3,4,0,0,4,2,309,89,1277,1
"E01012241",1227,1,2,0,0,0,1,189,69,1489,1
"E01008250",942,2,0,5,0,0,1,434,89,1473,1
"E01008197",1014,4,0,4,0,4,2,363,95,1486,1
"E01008198",982,2,0,3,0,0,9,339,96,1431,1
"E01008245",996,7,0,0,0,0,4,359,71,1437,1
"E01008228",832,1,0,0,0,2,3,276,79,1193,1
"E01008235",1070,2,0,0,0,0,1,325,68,1466,1
"E01008233",1078,0,0,0,0,0,0,247,49,1374,1
"E01008268",1098,2,4,2,0,0,2,295,74,1477,1
"E01008272",1060,3,3,7,0,3,5,252,84,1417,1
"E01008274",971,3,1,4,0,0,1,388,86,1454,1
"E01008184",1021,2,0,2,0,2,4,281,97,1409,1
"E01008183",965,9,0,0,0,9,1,419,75,1478,1
"E01008330",906,0,5,3,0,0,4,389,78,1385,1
"E01008431",969,4,5,2,0,0,0,319,54,1353,1
"E01008480",979,2,1,1,0,4,7,410,151,1555,1
"E01008581",1054,1,4,1,0,0,7,233,67,1367,1
"E01008582",873,5,7,0,0,0,2,382,80,1349,1
"E01008517",996,4,0,1,0,1,2,489,100,1593,1
"E01008519",954,7,1,0,0,0,4,328,67,1361,1
"E01008497",1014,7,0,0,0,0,2,339,89,1451,1
"E01008558",947,11,4,0,0,1,9,428,127,1527,1
"E01008472",1046,4,0,2,0,6,0,348,88,1494,1
"E01008462",832,1,1,0,0,0,1,330,88,1253,1
"E01008652",783,0,0,0,0,0,3,223,94,1103,1
"E01008688",1028,2,0,0,0,2,2,278,105,1417,1
"E01008692",953,3,1,1,0,0,3,311,95,1367,1
"E01008629",1122,1,3,1,0,6,2,210,72,1417,1
"E01008722",1173,0,0,0,0,8,1,227,70,1479,1
"E01008724",964,1,0,1,0,0,1,183,56,1206,1
"E01008712",1160,2,1,0,0,4,6,371,106,1650,1
"E01008817",742,2,0,0,0,0,3,314,97,1158,1
"E01008842",1113,1,0,0,0,1,0,249,81,1445,1
"E01008709",915,0,5,0,0,4,2,384,102,1412,1
"E01008786",1053,1,0,0,0,0,1,304,72,1431,1
"E01008696",976,6,0,0,0,1,4,276,49,1312,1
"E01008858",843,0,0,0,0,0,3,445,77,1368,1
"E01008874",1143,4,0,0,0,7,10,556,83,1803,1
"E01008762",998,0,0,0,0,6,0,410,104,1518,1
"E01008847",854,3,0,0,0,9,3,436,71,1376,1
"E01008848",1040,0,0,0,0,0,2,244,57,1343,1
"E01008869",937,2,0,0,0,0,3,309,64,1315,1
"E01008778",990,3,2,0,0,2,7,302,73,1379,1
"E01008774",1010,0,0,0,0,0,2,230,62,1304,1
"E01008719",915,1,0,0,0,0,1,254,57,1228,1
"E01008743",1220,0,0,0,0,0,3,387,78,1688,1
"E01012612",1196,0,0,0,0,0,0,126,77,1399,1
"E01012719",999,1,1,1,0,1,3,297,143,1446,1
"E01012717",1225,5,0,10,0,0,2,329,89,1660,1
"E01012668",1098,4,1,3,0,2,12,335,115,1570,1
"E01012696",1041,5,2,4,0,1,14,401,95,1563,1
"E01012727",1230,3,2,1,0,0,5,277,92,1610,1
"E01018414",1006,1,4,0,0,0,3,265,93,1372,1
"E01018419",1003,4,0,2,0,0,3,281,68,1361,1
"E01018423",1024,0,0,3,0,0,3,334,92,1456,1
"E01018407",1098,5,0,2,0,0,2,290,84,1481,1
"E01018439",1059,1,3,0,0,7,2,194,73,1339,1
"E01018443",1083,6,0,1,0,0,1,325,77,1493,1
"E01018418",1110,2,0,3,0,1,3,279,112,1510,1
"E01018392",1336,2,2,0,0,0,4,442,113,1899,1
"E01018479",1159,2,1,2,0,4,3,351,81,1603,1
"E01018471",1091,0,1,1,0,0,3,315,82,1493,1
"E01018492",786,1,0,1,0,0,0,202,76,1066,1
"E01018505",781,3,0,0,0,2,3,222,75,1086,1
"E01018451",923,1,0,1,0,1,6,292,100,1324,1
"E01018516",1083,2,0,2,0,0,4,262,107,1460,1
"E01033375",919,1,9,0,0,2,6,327,78,1342,1
"E01018508",854,4,0,0,0,2,9,239,72,1180,1
"E01018481",1585,1,0,1,0,0,4,271,123,1985,1
"E01018586",1030,6,0,0,0,0,6,393,101,1536,1
"E01018655",1074,5,1,1,0,4,1,331,97,1514,1
"E01018656",1108,0,1,3,0,7,3,314,115,1551,1
"E01018598",1170,1,9,3,0,0,6,289,103,1581,1
"E01018588",1007,5,4,7,0,0,5,397,118,1543,1
"E01018605",842,3,6,2,0,0,0,215,69,1137,1
"E01018575",673,4,5,2,0,0,3,334,80,1101,1
"E01018619",1004,4,4,3,0,4,1,309,97,1426,1
"E01018621",950,10,3,1,0,0,3,286,67,1320,1
"E01018670",1668,4,0,3,0,0,8,477,197,2357,1
"E01018336",909,1,2,0,0,0,0,259,62,1233,1
"E01018313",991,2,1,0,0,0,4,265,94,1357,1
"E01018315",819,1,0,0,0,1,2,235,67,1125,1
"E01018369",1257,5,0,6,0,0,5,266,139,1678,1
"E01018355",914,0,3,1,0,0,3,216,73,1210,1
"E01018356",1111,0,0,0,0,0,4,265,94,1474,1
"E01018536",1193,7,0,2,0,0,0,342,103,1647,1
"E01018546",1038,6,1,1,0,0,2,334,97,1479,1
"E01018547",1104,2,1,0,0,0,4,200,73,1384,1
"E01018523",947,4,5,0,0,0,1,304,86,1347,1
"E01018561",1000,2,0,0,0,0,3,174,57,1236,1
"E01018556",1123,2,0,1,0,0,1,231,77,1435,1
"E01018558",962,2,0,0,0,6,0,252,71,1293,1
"E01018566",1080,3,1,1,0,0,2,177,68,1332,1
"E01018685",864,4,0,3,0,0,3,266,76,1216,1
"E01018708",1629,1,0,0,0,3,3,377,108,2121,1
"E01018673",836,1,3,0,0,0,3,260,89,1192,1
"E01018697",1274,1,0,3,0,0,7,399,131,1815,1
"E01018718",1213,1,5,7,0,0,3,290,114,1633,1
"E01018722",1790,9,0,1,0,0,1,332,131,2264,1
"E01018720",1169,0,0,2,0,0,3,289,102,1565,1
"E01018694",1203,1,11,1,0,0,5,266,97,1584,1
"E01018702",905,7,1,0,0,0,0,294,79,1286,1
"E01018676",1079,1,0,2,0,0,6,278,85,1451,1
"E01018683",1139,1,0,0,0,0,4,250,104,1498,1
"E01018723",871,0,0,3,0,0,4,167,79,1124,1
"E01018724",1130,2,0,3,0,0,4,251,100,1490,1
"E01012390",1293,2,0,1,0,0,4,210,87,1597,1
"E01012380",1083,1,0,0,0,0,2,240,65,1391,1
"E01012387",861,2,2,0,0,6,1,172,71,1115,1
"E01012381",888,3,4,1,0,0,2,359,94,1351,1
"E01012445",845,3,0,0,0,0,3,352,73,1276,1
"E01012398",937,2,0,0,0,0,1,246,53,1239,1
"E01012400",903,2,0,0,0,0,3,259,73,1240,1
"E01012404",1072,0,0,0,0,2,2,264,63,1403,1
"E01012416",1330,4,0,0,0,0,5,359,94,1792,1
"E01012396",1024,4,0,1,0,0,4,428,70,1531,1
"E01012397",977,0,0,0,0,0,10,414,104,1505,1
"E01012433",1116,2,0,1,0,2,11,419,69,1620,1
"E01012418",1113,1,8,0,0,0,4,191,59,1376,1
"E01012476",1192,4,4,1,0,0,2,265,76,1544,1
"E01012475",1058,5,0,1,0,3,3,322,98,1490,1
"E01012467",1026,1,9,0,0,1,0,119,68,1224,1
"E01012470",900,2,2,1,0,0,5,171,62,1143,1
"E01012532",1119,4,2,1,0,0,3,209,92,1430,1
"E01012486",1130,1,5,0,0,0,2,254,91,1483,1
"E01012490",1181,2,3,2,0,0,8,192,78,1466,1
"E01012488",1325,6,17,5,0,1,0,280,101,1735,1
"E01012503",1071,4,8,4,0,7,2,251,104,1451,1
"E01019126",1210,5,0,0,0,0,5,360,123,1703,1
"E01019132",1424,0,0,1,0,0,5,275,98,1803,1
"E01019134",1232,3,1,0,0,4,0,198,85,1523,1
"E01019135",1171,2,0,2,0,0,5,316,97,1593,1
"E01019137",789,2,0,0,0,0,2,225,77,1095,1
"E01019131",1394,4,0,2,0,0,5,368,167,1940,1
"E01019081",1416,1,0,1,0,0,5,337,124,1884,1
"E01019128",1273,5,0,1,0,0,6,227,119,1631,1
"E01019095",1084,4,3,0,0,0,1,316,128,1536,1
"E01019098",1262,5,0,1,0,0,5,280,91,1644,1
"E01019099",1311,2,0,1,0,0,3,287,103,1707,1
"E01019091",1334,1,0,0,0,0,7,392,124,1858,1
"E01019111",1149,1,0,0,0,0,4,276,107,1537,1
"E01019110",1285,2,0,0,0,0,4,261,121,1673,1
"E01019117",1059,2,0,0,0,0,1,193,54,1309,1
"E01019119",1259,1,0,0,0,0,1,149,99,1509,1
"E01019100",1333,2,0,0,0,0,5,200,120,1660,1
"E01019101",1274,1,0,0,0,0,0,141,91,1507,1
"E01019150",1150,3,0,0,0,0,5,303,78,1539,1
"E01019153",857,1,8,0,0,0,0,148,60,1074,1
"E01019165",960,5,0,0,0,0,4,337,102,1408,1
"E01019167",1044,0,0,0,0,0,3,358,78,1483,1
"E01019178",1134,0,4,1,0,0,1,274,95,1509,1
"E01019179",945,6,1,1,0,0,1,200,75,1229,1
"E01019174",732,5,0,0,0,0,6,331,89,1163,1
"E01019180",1448,3,2,0,0,0,4,273,129,1859,1
"E01019184",946,5,0,1,0,0,2,320,61,1335,1
"E01019187",971,0,0,0,0,0,1,230,80,1282,1
"E01019227",994,4,0,1,0,1,4,287,120,1411,1
"E01019229",1413,4,0,0,0,1,9,338,168,1933,1
"E01019225",1403,9,0,1,0,0,6,428,155,2002,1
"E01019192",1108,3,0,0,0,2,0,255,88,1456,1
"E01019254",1036,0,0,0,0,0,9,223,88,1356,1
"E01019255",1039,1,0,0,0,0,0,248,78,1366,1
"E01019219",1543,7,2,0,0,1,3,454,147,2157,1
"E01019249",1147,6,2,0,0,0,3,199,82,1439,1
"E01019193",893,8,5,0,0,0,2,491,117,1516,1
"E01019230",1143,4,0,0,0,1,1,286,107,1542,1
"E01019208",1012,3,0,1,0,0,3,391,116,1526,1
"E01019210",972,4,0,0,0,0,2,411,78,1467,1
"E01019248",743,3,0,0,0,0,0,320,74,1140,1
"E01019212",1129,0,0,0,0,0,3,299,102,1533,1
"E01019223",1146,2,4,0,0,0,1,250,133,1536,1
"E01019270",1099,1,0,0,0,1,2,187,72,1362,1
"E01019265",1066,1,12,3,0,0,2,133,64,1281,1
"E01019278",1095,4,0,0,0,1,6,175,65,1346,1
"E01019291",1079,1,0,0,0,0,2,146,89,1317,1
